,index,fonction,cat,grade,Echelon,durée,Indice Brut,Indice majoré,salaire brut,indice majoré calculé
6461,9652,Adjoint technique du Ministère des Armées,C,1,10,inf,558,473,2216.49,473.0
6462,9653,Adjoint technique du Ministère des Armées,C,2,1,inf,368,341,1597.93,341.0
6463,9654,Adjoint technique du Ministère des Armées,C,2,2,inf,371,343,1607.31,343.0
6464,9655,Adjoint technique du Ministère des Armées,C,2,3,inf,376,346,1621.36,346.0
6465,9656,Adjoint technique du Ministère des Armées,C,2,4,inf,387,354,1658.85,354.0
6466,9657,Adjoint technique du Ministère des Armées,C,2,5,inf,396,360,1686.97,360.0
6467,9658,Adjoint technique du Ministère des Armées,C,2,6,inf,404,365,1710.4,365.0
6468,9659,Adjoint technique du Ministère des Armées,C,2,7,inf,416,370,1733.83,370.0
6469,9660,Adjoint technique du Ministère des Armées,C,2,8,inf,430,380,1780.69,380.0
6470,9661,Adjoint technique du Ministère des Armées,C,2,9,inf,446,392,1836.92,392.0
6471,9662,Adjoint technique du Ministère des Armées,C,2,10,inf,461,404,1893.15,404.0
6472,9663,Adjoint technique du Ministère des Armées,C,2,11,inf,473,412,1930.64,412.0
6473,9664,Adjoint technique du Ministère des Armées,C,2,12,inf,486,420,1968.13,420.0
6474,9665,Adjoint technique du Ministère des Armées,C,3,1,inf,367,340,1593.25,340.0
6475,9666,Adjoint technique du Ministère des Armées,C,3,2,inf,368,341,1597.93,341.0
6476,9667,Adjoint technique du Ministère des Armées,C,3,3,inf,370,342,1602.62,342.0
6477,9668,Adjoint technique du Ministère des Armées,C,3,4,inf,371,343,1607.31,343.0
6478,9669,Adjoint technique du Ministère des Armées,C,3,5,inf,374,345,1616.68,345.0
6479,9670,Adjoint technique du Ministère des Armées,C,3,6,inf,378,348,1630.74,348.0
6480,9671,Adjoint technique du Ministère des Armées,C,3,7,inf,381,351,1644.79,351.0
6481,9672,Adjoint technique du Ministère des Armées,C,3,8,inf,387,354,1658.85,354.0
6482,9673,Adjoint technique du Ministère des Armées,C,3,9,inf,401,363,1701.03,363.0
6483,9674,Adjoint technique du Ministère des Armées,C,3,10,inf,419,372,1743.2,372.0
6484,9675,Adjoint technique du Ministère des Armées,C,3,11,inf,432,382,1790.06,382.0
6485,9676,Adjoint administratif du Ministère des Armées,C,1,1,inf,388,355,1663.54,355.0
6486,9677,Adjoint administratif du Ministère des Armées,C,1,2,inf,397,361,1691.66,361.0
6487,9678,Adjoint administratif du Ministère des Armées,C,1,3,inf,412,368,1724.46,368.0
6488,9679,Adjoint administratif du Ministère des Armées,C,1,4,inf,430,380,1780.69,380.0
6489,9680,Adjoint administratif du Ministère des Armées,C,1,5,inf,448,393,1841.61,393.0
6490,9681,Adjoint administratif du Ministère des Armées,C,1,6,inf,460,403,1888.47,403.0
6491,9682,Adjoint administratif du Ministère des Armées,C,1,7,inf,478,415,1944.7,415.0
6492,9683,Adjoint administratif du Ministère des Armées,C,1,8,inf,499,430,2014.99,430.0
6493,9684,Adjoint administratif du Ministère des Armées,C,1,9,inf,525,450,2108.71,450.0
6494,9685,Adjoint administratif du Ministère des Armées,C,1,10,inf,558,473,2216.49,473.0
6495,9686,Adjoint administratif du Ministère des Armées,C,2,1,inf,368,341,1597.93,341.0
6496,9687,Adjoint administratif du Ministère des Armées,C,2,2,inf,371,343,1607.31,343.0
6497,9688,Adjoint administratif du Ministère des Armées,C,2,3,inf,376,346,1621.36,346.0
6498,9689,Adjoint administratif du Ministère des Armées,C,2,4,inf,387,354,1658.85,354.0
6499,9690,Adjoint administratif du Ministère des Armées,C,2,5,inf,396,360,1686.97,360.0
6500,9691,Adjoint administratif du Ministère des Armées,C,2,6,inf,404,365,1710.4,365.0
6501,9692,Adjoint administratif du Ministère des Armées,C,2,7,inf,416,370,1733.83,370.0
6502,9693,Adjoint administratif du Ministère des Armées,C,2,8,inf,430,380,1780.69,380.0
6503,9694,Adjoint administratif du Ministère des Armées,C,2,9,inf,446,392,1836.92,392.0
6504,9695,Adjoint administratif du Ministère des Armées,C,2,10,inf,461,404,1893.15,404.0
6505,9696,Adjoint administratif du Ministère des Armées,C,2,11,inf,473,412,1930.64,412.0
6506,9697,Adjoint administratif du Ministère des Armées,C,2,12,inf,486,420,1968.13,420.0
6507,9698,Adjoint administratif du Ministère des Armées,C,3,1,inf,367,340,1593.25,340.0
6508,9699,Adjoint administratif du Ministère des Armées,C,3,2,inf,368,341,1597.93,341.0
6509,9700,Adjoint administratif du Ministère des Armées,C,3,3,inf,370,342,1602.62,342.0
6510,9701,Adjoint administratif du Ministère des Armées,C,3,4,inf,371,343,1607.31,343.0
6511,9702,Adjoint administratif du Ministère des Armées,C,3,5,inf,374,345,1616.68,345.0
6512,9703,Adjoint administratif du Ministère des Armées,C,3,6,inf,378,348,1630.74,348.0
6513,9704,Adjoint administratif du Ministère des Armées,C,3,7,inf,381,351,1644.79,351.0
6514,9705,Adjoint administratif du Ministère des Armées,C,3,8,inf,387,354,1658.85,354.0
6515,9706,Adjoint administratif du Ministère des Armées,C,3,9,inf,401,363,1701.03,363.0
6516,9707,Adjoint administratif du Ministère des Armées,C,3,10,inf,419,372,1743.2,372.0
6517,9708,Adjoint administratif du Ministère des Armées,C,3,11,inf,432,382,1790.06,382.0
6518,9710,Technicien supérieur d'études et de fabrications,B,1,1,inf,446,392,1836.92,392.0
6519,9711,Technicien supérieur d'études et de fabrications,B,1,2,inf,461,404,1893.15,404.0
6520,9712,Technicien supérieur d'études et de fabrications,B,1,3,inf,484,419,1963.44,419.0
6521,9713,Technicien supérieur d'études et de fabrications,B,1,4,inf,513,441,2066.54,441.0
6522,9714,Technicien supérieur d'études et de fabrications,B,1,5,inf,547,465,2179.0,465.0
6523,9715,Technicien supérieur d'études et de fabrications,B,1,6,inf,573,484,2268.04,484.0
6524,9716,Technicien supérieur d'études et de fabrications,B,1,7,inf,604,508,2380.5,508.0
6525,9717,Technicien supérieur d'études et de fabrications,B,1,8,inf,638,534,2502.34,534.0
6526,9718,Technicien supérieur d'études et de fabrications,B,1,9,inf,660,551,2582.0,551.0
6527,9719,Technicien supérieur d'études et de fabrications,B,1,10,inf,684,569,2666.35,569.0
6528,9720,Technicien supérieur d'études et de fabrications,B,1,11,inf,707,587,2750.7,587.0
6529,9721,Technicien supérieur d'études et de fabrications,B,2,1,inf,389,356,1668.22,356.0
6530,9722,Technicien supérieur d'études et de fabrications,B,2,2,inf,399,362,1696.34,362.0
6531,9723,Technicien supérieur d'études et de fabrications,B,2,3,inf,415,369,1729.14,369.0
6532,9724,Technicien supérieur d'études et de fabrications,B,2,4,inf,429,379,1776.0,379.0
6533,9725,Technicien supérieur d'études et de fabrications,B,2,5,inf,444,390,1827.55,390.0
6534,9726,Technicien supérieur d'études et de fabrications,B,2,6,inf,458,401,1879.1,401.0
6535,9727,Technicien supérieur d'études et de fabrications,B,2,7,inf,480,416,1949.39,416.0
6536,9728,Technicien supérieur d'études et de fabrications,B,2,8,inf,506,436,2043.11,436.0
6537,9729,Technicien supérieur d'études et de fabrications,B,2,9,inf,528,452,2118.08,452.0
6538,9730,Technicien supérieur d'études et de fabrications,B,2,10,inf,542,461,2160.26,461.0
6539,9731,Technicien supérieur d'études et de fabrications,B,2,11,inf,567,480,2249.29,480.0
6540,9732,Technicien supérieur d'études et de fabrications,B,2,12,inf,599,504,2361.76,504.0
6541,9733,Technicien supérieur d'études et de fabrications,B,2,13,inf,638,534,2502.34,534.0
6542,9734,Technicien supérieur d'études et de fabrications,B,3,1,inf,372,343,1607.31,343.0
6543,9735,Technicien supérieur d'études et de fabrications,B,3,2,inf,379,349,1635.42,349.0
6544,9736,Technicien supérieur d'études et de fabrications,B,3,3,inf,388,355,1663.54,355.0
6545,9737,Technicien supérieur d'études et de fabrications,B,3,4,inf,397,361,1691.66,361.0
6546,9738,Technicien supérieur d'études et de fabrications,B,3,5,inf,415,369,1729.14,369.0
6547,9739,Technicien supérieur d'études et de fabrications,B,3,6,inf,431,381,1785.38,381.0
6548,9740,Technicien supérieur d'études et de fabrications,B,3,7,inf,452,396,1855.67,396.0
6549,9741,Technicien supérieur d'études et de fabrications,B,3,8,inf,478,415,1944.7,415.0
6550,9742,Technicien supérieur d'études et de fabrications,B,3,9,inf,500,431,2019.68,431.0
6551,9743,Technicien supérieur d'études et de fabrications,B,3,10,inf,513,441,2066.54,441.0
6552,9744,Technicien supérieur d'études et de fabrications,B,3,11,inf,538,457,2141.51,457.0
6553,9745,Technicien supérieur d'études et de fabrications,B,3,12,inf,563,477,2235.23,477.0
6554,9746,Technicien supérieur d'études et de fabrications,B,3,13,inf,597,503,2357.07,503.0
6555,9750,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,1,inf,587,495,2319.58,495.0
6556,9751,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,2,inf,614,515,2413.3,515.0
6557,9752,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,3,inf,641,536,2511.71,536.0
6558,9753,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,4,inf,659,550,2577.31,550.0
6559,9754,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,5,inf,678,564,2642.92,564.0
6560,9755,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,6,inf,691,574,2689.78,574.0
6561,9756,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,1,7,inf,701,582,2727.27,582.0
6562,9757,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,1,inf,548,466,2183.69,466.0
6563,9758,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,2,inf,562,476,2230.55,476.0
6564,9759,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,3,inf,573,484,2268.04,484.0
6565,9760,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,4,inf,578,488,2286.78,488.0
6566,9761,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,5,inf,584,493,2310.21,493.0
6567,9762,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,6,inf,600,505,2366.44,505.0
6568,9763,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,7,inf,616,517,2422.67,517.0
6569,9764,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,8,inf,629,527,2469.54,527.0
6570,9765,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,2,9,inf,645,539,2525.77,539.0
6571,9766,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,1,inf,489,422,1977.5,422.0
6572,9767,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,2,inf,498,429,2010.3,429.0
6573,9768,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,3,inf,510,439,2057.16,439.0
6574,9769,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,4,inf,524,449,2104.03,449.0
6575,9770,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,5,inf,550,467,2188.37,467.0
6576,9771,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,6,inf,558,473,2216.49,473.0
6577,9772,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,7,inf,570,482,2258.66,482.0
6578,9773,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,8,inf,573,484,2268.04,484.0
6579,9774,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,3,9,inf,597,503,2357.07,503.0
6580,9775,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,1,inf,398,362,1696.34,362.0
6581,9776,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,2,inf,407,367,1719.77,367.0
6582,9777,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,3,inf,423,376,1761.95,376.0
6583,9778,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,4,inf,441,388,1818.18,388.0
6584,9779,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,5,inf,455,398,1865.04,398.0
6585,9780,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,6,inf,473,412,1930.64,412.0
6586,9781,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,7,inf,494,426,1996.25,426.0
6587,9782,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,8,inf,518,445,2085.28,445.0
6588,9783,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,9,inf,544,463,2169.63,463.0
6589,9784,Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris,B,4,10,inf,569,481,2253.98,481.0
6590,9785,Sous-officier de l'armée de terre,B,1,1,inf,587,495,2319.58,495.0
6591,9786,Sous-officier de l'armée de terre,B,1,2,inf,614,515,2413.3,515.0
6592,9787,Sous-officier de l'armée de terre,B,1,3,inf,641,536,2511.71,536.0
6593,9788,Sous-officier de l'armée de terre,B,1,4,inf,659,550,2577.31,550.0
6594,9789,Sous-officier de l'armée de terre,B,1,5,inf,678,564,2642.92,564.0
6595,9790,Sous-officier de l'armée de terre,B,1,6,inf,691,574,2689.78,574.0
6596,9791,Sous-officier de l'armée de terre,B,1,7,inf,701,582,2727.27,582.0
6597,9792,Sous-officier de l'armée de terre,B,2,1,inf,548,466,2183.69,466.0
6598,9793,Sous-officier de l'armée de terre,B,2,2,inf,562,476,2230.55,476.0
6599,9794,Sous-officier de l'armée de terre,B,2,3,inf,573,484,2268.04,484.0
6600,9795,Sous-officier de l'armée de terre,B,2,4,inf,578,488,2286.78,488.0
6601,9796,Sous-officier de l'armée de terre,B,2,5,inf,584,493,2310.21,493.0
6602,9797,Sous-officier de l'armée de terre,B,2,6,inf,600,505,2366.44,505.0
6603,9798,Sous-officier de l'armée de terre,B,2,7,inf,616,517,2422.67,517.0
6604,9799,Sous-officier de l'armée de terre,B,2,8,inf,629,527,2469.54,527.0
6605,9800,Sous-officier de l'armée de terre,B,2,9,inf,645,539,2525.77,539.0
6606,9801,Sous-officier de l'armée de terre,B,3,1,inf,489,422,1977.5,422.0
6607,9802,Sous-officier de l'armée de terre,B,3,2,inf,498,429,2010.3,429.0
6608,9803,Sous-officier de l'armée de terre,B,3,3,inf,510,439,2057.16,439.0
6609,9804,Sous-officier de l'armée de terre,B,3,4,inf,524,449,2104.03,449.0
6610,9805,Sous-officier de l'armée de terre,B,3,5,inf,550,467,2188.37,467.0
6611,9806,Sous-officier de l'armée de terre,B,3,6,inf,558,473,2216.49,473.0
6612,9807,Sous-officier de l'armée de terre,B,3,7,inf,570,482,2258.66,482.0
6613,9808,Sous-officier de l'armée de terre,B,3,8,inf,573,484,2268.04,484.0
6614,9809,Sous-officier de l'armée de terre,B,3,9,inf,597,503,2357.07,503.0
6615,9810,Sous-officier de l'armée de terre,B,4,1,inf,398,362,1696.34,362.0
6616,9811,Sous-officier de l'armée de terre,B,4,2,inf,407,367,1719.77,367.0
6617,9812,Sous-officier de l'armée de terre,B,4,3,inf,423,376,1761.95,376.0
6618,9813,Sous-officier de l'armée de terre,B,4,4,inf,441,388,1818.18,388.0
6619,9814,Sous-officier de l'armée de terre,B,4,5,inf,455,398,1865.04,398.0
6620,9815,Sous-officier de l'armée de terre,B,4,6,inf,473,412,1930.64,412.0
6621,9816,Sous-officier de l'armée de terre,B,4,7,inf,494,426,1996.25,426.0
6622,9817,Sous-officier de l'armée de terre,B,4,8,inf,518,445,2085.28,445.0
6623,9818,Sous-officier de l'armée de terre,B,4,9,inf,544,463,2169.63,463.0
6624,9819,Sous-officier de l'armée de terre,B,4,10,inf,569,481,2253.98,481.0
6625,9820,Sous-officier de l'armée de terre,B,5,1,inf,380,350,1640.11,350.0
6626,9821,Sous-officier de l'armée de terre,B,5,2,inf,382,352,1649.48,352.0
6627,9822,Sous-officier de l'armée de terre,B,5,3,inf,390,357,1672.91,357.0
6628,9823,Sous-officier de l'armée de terre,B,5,4,inf,404,365,1710.4,365.0
6629,9824,Sous-officier de l'armée de terre,B,5,5,inf,407,367,1719.77,367.0
6630,9825,Sous-officier de l'armée de terre,B,6,1,inf,388,355,1663.54,355.0
6631,9826,Sous-officier de l'armée de terre,B,6,2,inf,394,359,1682.28,359.0
6632,9827,Sous-officier de l'armée de terre,B,6,3,inf,400,363,1701.03,363.0
6633,9828,Sous-officier de l'armée de terre,B,6,4,inf,445,391,1832.24,391.0
6634,9829,Sous-officier de l'armée de terre,B,6,5,inf,470,411,1925.96,411.0
6635,9830,Sous-officier de l'armée de terre,B,6,6,inf,499,430,2014.99,430.0
6636,9831,Sous-officier de l'armée de terre,B,6,7,inf,518,445,2085.28,445.0
6637,9832,Sous-officier de l'armée de terre,B,7,1,inf,372,343,1607.31,343.0
6638,9833,Sous-officier de l'armée de terre,B,7,2,inf,373,344,1611.99,344.0
6639,9834,Sous-officier de l'armée de terre,B,7,3,inf,374,345,1616.68,345.0
6640,9835,Sous-officier de l'armée de terre,B,7,4,inf,378,348,1630.74,348.0
6641,9836,Sous-officier de l'armée de terre,B,7,5,inf,381,351,1644.79,351.0
6642,9837,Sous-officier de l'armée de terre,B,7,6,inf,389,356,1668.22,356.0
6643,9838,Sous-officier de l'armée de terre,B,7,7,inf,402,364,1705.71,364.0
6644,9839,Sous-officier de l'armée de terre,B,8,1,inf,371,343,1607.31,343.0
6645,9840,Sous-officier de l'armée de terre,B,8,2,inf,373,344,1611.99,344.0
6646,9841,Sous-officier de l'armée de l'air,B,1,1,inf,587,495,2319.58,495.0
6647,9842,Sous-officier de l'armée de l'air,B,1,2,inf,614,515,2413.3,515.0
6648,9843,Sous-officier de l'armée de l'air,B,1,3,inf,641,536,2511.71,536.0
6649,9844,Sous-officier de l'armée de l'air,B,1,4,inf,659,550,2577.31,550.0
6650,9845,Sous-officier de l'armée de l'air,B,1,5,inf,678,564,2642.92,564.0
6651,9846,Sous-officier de l'armée de l'air,B,1,6,inf,691,574,2689.78,574.0
6652,9847,Sous-officier de l'armée de l'air,B,1,7,inf,701,582,2727.27,582.0
6653,9848,Sous-officier de l'armée de l'air,B,2,1,inf,548,466,2183.69,466.0
6654,9849,Sous-officier de l'armée de l'air,B,2,2,inf,562,476,2230.55,476.0
6655,9850,Sous-officier de l'armée de l'air,B,2,3,inf,573,484,2268.04,484.0
6656,9851,Sous-officier de l'armée de l'air,B,2,4,inf,578,488,2286.78,488.0
6657,9852,Sous-officier de l'armée de l'air,B,2,5,inf,584,493,2310.21,493.0
6658,9853,Sous-officier de l'armée de l'air,B,2,6,inf,600,505,2366.44,505.0
6659,9854,Sous-officier de l'armée de l'air,B,2,7,inf,616,517,2422.67,517.0
6660,9855,Sous-officier de l'armée de l'air,B,2,8,inf,629,527,2469.54,527.0
6661,9856,Sous-officier de l'armée de l'air,B,2,9,inf,645,539,2525.77,539.0
6662,9857,Sous-officier de l'armée de l'air,B,3,1,inf,489,422,1977.5,422.0
6663,9858,Sous-officier de l'armée de l'air,B,3,2,inf,498,429,2010.3,429.0
6664,9859,Sous-officier de l'armée de l'air,B,3,3,inf,510,439,2057.16,439.0
6665,9860,Sous-officier de l'armée de l'air,B,3,4,inf,524,449,2104.03,449.0
6666,9861,Sous-officier de l'armée de l'air,B,3,5,inf,550,467,2188.37,467.0
6667,9862,Sous-officier de l'armée de l'air,B,3,6,inf,558,473,2216.49,473.0
6668,9863,Sous-officier de l'armée de l'air,B,3,7,inf,570,482,2258.66,482.0
6669,9864,Sous-officier de l'armée de l'air,B,3,8,inf,573,484,2268.04,484.0
6670,9865,Sous-officier de l'armée de l'air,B,3,9,inf,597,503,2357.07,503.0
6671,9866,Sous-officier de l'armée de l'air,B,4,1,inf,398,362,1696.34,362.0
6672,9867,Sous-officier de l'armée de l'air,B,4,2,inf,407,367,1719.77,367.0
6673,9868,Sous-officier de l'armée de l'air,B,4,3,inf,423,376,1761.95,376.0
6674,9869,Sous-officier de l'armée de l'air,B,4,4,inf,441,388,1818.18,388.0
6675,9870,Sous-officier de l'armée de l'air,B,4,5,inf,455,398,1865.04,398.0
6676,9871,Sous-officier de l'armée de l'air,B,4,6,inf,473,412,1930.64,412.0
6677,9872,Sous-officier de l'armée de l'air,B,4,7,inf,494,426,1996.25,426.0
6678,9873,Sous-officier de l'armée de l'air,B,4,8,inf,518,445,2085.28,445.0
6679,9874,Sous-officier de l'armée de l'air,B,4,9,inf,544,463,2169.63,463.0
6680,9875,Sous-officier de l'armée de l'air,B,4,10,inf,569,481,2253.98,481.0
6681,9876,Sous-officier de l'armée de l'air,B,5,1,inf,380,350,1640.11,350.0
6682,9877,Sous-officier de l'armée de l'air,B,5,2,inf,382,352,1649.48,352.0
6683,9878,Sous-officier de l'armée de l'air,B,5,3,inf,390,357,1672.91,357.0
6684,9879,Sous-officier de l'armée de l'air,B,5,4,inf,404,365,1710.4,365.0
6685,9880,Sous-officier de l'armée de l'air,B,5,5,inf,407,367,1719.77,367.0
6686,9881,Sous-officier de l'armée de l'air,B,6,1,inf,388,355,1663.54,355.0
6687,9882,Sous-officier de l'armée de l'air,B,6,2,inf,394,359,1682.28,359.0
6688,9883,Sous-officier de l'armée de l'air,B,6,3,inf,400,363,1701.03,363.0
6689,9884,Sous-officier de l'armée de l'air,B,6,4,inf,445,391,1832.24,391.0
6690,9885,Sous-officier de l'armée de l'air,B,6,5,inf,470,411,1925.96,411.0
6691,9886,Sous-officier de l'armée de l'air,B,6,6,inf,499,430,2014.99,430.0
6692,9887,Sous-officier de l'armée de l'air,B,6,7,inf,518,445,2085.28,445.0
6693,9888,Sous-officier de l'armée de l'air,B,7,1,inf,372,343,1607.31,343.0
6694,9889,Sous-officier de l'armée de l'air,B,7,2,inf,373,344,1611.99,344.0
6695,9890,Sous-officier de l'armée de l'air,B,7,3,inf,374,345,1616.68,345.0
6696,9891,Sous-officier de l'armée de l'air,B,7,4,inf,378,348,1630.74,348.0
6697,9892,Sous-officier de l'armée de l'air,B,7,5,inf,381,351,1644.79,351.0
6698,9893,Sous-officier de l'armée de l'air,B,7,6,inf,389,356,1668.22,356.0
6699,9894,Sous-officier de l'armée de l'air,B,7,7,inf,402,364,1705.71,364.0
6700,9895,Sous-officier de l'armée de l'air,B,8,1,inf,371,343,1607.31,343.0
6701,9896,Sous-officier de l'armée de l'air,B,8,2,inf,373,344,1611.99,344.0
6702,9897,Sous-officier de la marine,B,1,1,inf,587,495,2319.58,495.0
6703,9898,Sous-officier de la marine,B,1,2,inf,614,515,2413.3,515.0
6704,9899,Sous-officier de la marine,B,1,3,inf,641,536,2511.71,536.0
6705,9900,Sous-officier de la marine,B,1,4,inf,659,550,2577.31,550.0
6706,9901,Sous-officier de la marine,B,1,5,inf,678,564,2642.92,564.0
6707,9902,Sous-officier de la marine,B,1,6,inf,691,574,2689.78,574.0
6708,9903,Sous-officier de la marine,B,1,7,inf,701,582,2727.27,582.0
6709,9904,Sous-officier de la marine,B,2,1,inf,548,466,2183.69,466.0
6710,9905,Sous-officier de la marine,B,2,2,inf,562,476,2230.55,476.0
6711,9906,Sous-officier de la marine,B,2,3,inf,573,484,2268.04,484.0
6712,9907,Sous-officier de la marine,B,2,4,inf,578,488,2286.78,488.0
6713,9908,Sous-officier de la marine,B,2,5,inf,584,493,2310.21,493.0
6714,9909,Sous-officier de la marine,B,2,6,inf,600,505,2366.44,505.0
6715,9910,Sous-officier de la marine,B,2,7,inf,616,517,2422.67,517.0
6716,9911,Sous-officier de la marine,B,2,8,inf,629,527,2469.54,527.0
6717,9912,Sous-officier de la marine,B,2,9,inf,645,539,2525.77,539.0
6718,9913,Sous-officier de la marine,B,3,1,inf,489,422,1977.5,422.0
6719,9914,Sous-officier de la marine,B,3,2,inf,498,429,2010.3,429.0
6720,9915,Sous-officier de la marine,B,3,3,inf,510,439,2057.16,439.0
6721,9916,Sous-officier de la marine,B,3,4,inf,524,449,2104.03,449.0
6722,9917,Sous-officier de la marine,B,3,5,inf,550,467,2188.37,467.0
6723,9918,Sous-officier de la marine,B,3,6,inf,558,473,2216.49,473.0
6724,9919,Sous-officier de la marine,B,3,7,inf,570,482,2258.66,482.0
6725,9920,Sous-officier de la marine,B,3,8,inf,573,484,2268.04,484.0
6726,9921,Sous-officier de la marine,B,3,9,inf,597,503,2357.07,503.0
6727,9922,Sous-officier de la marine,B,4,1,inf,398,362,1696.34,362.0
6728,9923,Sous-officier de la marine,B,4,2,inf,407,367,1719.77,367.0
6729,9924,Sous-officier de la marine,B,4,3,inf,423,376,1761.95,376.0
6730,9925,Sous-officier de la marine,B,4,4,inf,441,388,1818.18,388.0
6731,9926,Sous-officier de la marine,B,4,5,inf,455,398,1865.04,398.0
6732,9927,Sous-officier de la marine,B,4,6,inf,473,412,1930.64,412.0
6733,9928,Sous-officier de la marine,B,4,7,inf,494,426,1996.25,426.0
6734,9929,Sous-officier de la marine,B,4,8,inf,518,445,2085.28,445.0
6735,9930,Sous-officier de la marine,B,4,9,inf,544,463,2169.63,463.0
6736,9931,Sous-officier de la marine,B,4,10,inf,569,481,2253.98,481.0
6737,9932,Sous-officier de la marine,B,5,1,inf,380,350,1640.11,350.0
6738,9933,Sous-officier de la marine,B,5,2,inf,382,352,1649.48,352.0
6739,9934,Sous-officier de la marine,B,5,3,inf,390,357,1672.91,357.0
6740,9935,Sous-officier de la marine,B,5,4,inf,404,365,1710.4,365.0
6741,9936,Sous-officier de la marine,B,5,5,inf,407,367,1719.77,367.0
6742,9937,Sous-officier de la marine,B,6,1,inf,388,355,1663.54,355.0
6743,9938,Sous-officier de la marine,B,6,2,inf,394,359,1682.28,359.0
6744,9939,Sous-officier de la marine,B,6,3,inf,400,363,1701.03,363.0
6745,9940,Sous-officier de la marine,B,6,4,inf,445,391,1832.24,391.0
6746,9941,Sous-officier de la marine,B,6,5,inf,470,411,1925.96,411.0
6747,9942,Sous-officier de la marine,B,6,6,inf,499,430,2014.99,430.0
6748,9943,Sous-officier de la marine,B,6,7,inf,518,445,2085.28,445.0
6749,9944,Sous-officier de la marine,B,7,1,inf,372,343,1607.31,343.0
6750,9945,Sous-officier de la marine,B,7,2,inf,373,344,1611.99,344.0
6751,9946,Sous-officier de la marine,B,7,3,inf,374,345,1616.68,345.0
6752,9947,Sous-officier de la marine,B,7,4,inf,378,348,1630.74,348.0
6753,9948,Sous-officier de la marine,B,7,5,inf,381,351,1644.79,351.0
6754,9949,Sous-officier de la marine,B,7,6,inf,389,356,1668.22,356.0
6755,9950,Sous-officier de la marine,B,7,7,inf,402,364,1705.71,364.0
6756,9951,Sous-officier de la marine,B,8,1,inf,371,343,1607.31,343.0
6757,9952,Sous-officier de la marine,B,8,2,inf,373,344,1611.99,344.0
6758,9953,Sous-chef de musique,B,1,1,inf,587,495,2319.58,495.0
6759,9954,Sous-chef de musique,B,1,2,inf,614,515,2413.3,515.0
6760,9955,Sous-chef de musique,B,1,3,inf,641,536,2511.71,536.0
6761,9956,Sous-chef de musique,B,1,4,inf,659,550,2577.31,550.0
6762,9957,Sous-chef de musique,B,1,5,inf,678,564,2642.92,564.0
6763,9958,Sous-chef de musique,B,1,6,inf,691,574,2689.78,574.0
6764,9959,Sous-chef de musique,B,1,7,inf,701,582,2727.27,582.0
6765,9960,Sous-chef de musique,B,2,1,inf,548,466,2183.69,466.0
6766,9961,Sous-chef de musique,B,2,2,inf,562,476,2230.55,476.0
6767,9962,Sous-chef de musique,B,2,3,inf,573,484,2268.04,484.0
