web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651681821-7847","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique de laboratoire des Administrations de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-laboratoire-administrations/1/6635.htm","8","430","380","2 ans","1 780,69 €","null","null","C"
"1651681920-8538","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent professionnel qualifié de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-professionnel-qualifie-france-telecom-extinction/1/6486.htm","4","439","387","2 ans","1 813,49 €","null","B","null"
"1651682091-9306","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre supérieur de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-superieur-france-telecom-extinction/1/6492.htm","8","930","756","-","3 542,63 €","A","null","null"
"1651682554-12234","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché d'administration de l'Etat (régi par le décret du 26 septembre 2005-en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-administration-regi-decret-26-septembre-2005-extinction/1/5548.htm","9","653","545","3 ans","2 553,88 €","A","null","null"
"1651681028-4752","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conception et direction de la police nationale (commissaires de police)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conception-direction-police-nationale-commissaires-police/1/6017.htm","stagiaire","431","381","1 an","1 785,38 €","A","null","null"
"1651681805-7761","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent de service de La Poste en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-service-poste-extinction/1/6055.htm","3","345","324","2 ans","1 518,27 €","null","null","C"
"1651681208-5619","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien de l'environnement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-environnement/1/5830.htm","9","528","452","3 ans","2 118,08 €","null","B","null"
"1651681453-6624","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-education-nationale/1/6003.htm","8","913","743","2 ans 6 mois","3 481,72 €","A","null","null"
"1651682099-9364","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-france-telecom-extinction/1/6491.htm","2","554","470","2 ans","2 202,43 €","A","null","null"
"1651682411-11273","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien de recherche du Ministère de la Culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-recherche-ministere-culture/1/5208.htm","9","660","551","3 ans","2 582,00 €","null","B","null"
"1651681814-7825","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d’exploitation de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-poste-extinction/1/6061.htm","12","461","404","3 ans","1 893,15 €","null","null","C"
"1651681666-7247","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé d'enseignement d'éducation physique et sportive","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-enseignement-education-physique-sportive/1/5581.htm","5","460","403","3 ans","1 888,47 €","A","null","null"
"1651681979-8832","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de la monnaie de Paris (MDP) (ex Monnaies et médailles)-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-monnaie-paris-mdp-ex-monnaies-medailles-extinction/1/5504.htm","4","1015","821","-","3 847,23 €","A","null","null"
"1651681145-5292","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux publics de l’Etat-ITPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-publics-itpe/1/5796.htm","4","565","478","2 ans 6 mois","2 239,92 €","A","null","null"
"1651680811-2611","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services pénitentiaires d’insertion et de probation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-penitentiaires-insertion-probation/1/6045.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651682190-9899","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","3","641","536","3 ans","2 511,71 €","null","B","null"
"1651680883-3478","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-sports/1/6662.htm","6","458","401","2 ans","1 879,10 €","null","B","null"
"1651680523-299","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Assistant d’administration de l’aviation civile","https://www.emploi-collectivites.fr/grille-indiciaire-etat-assistant-administration-aviation-civile/1/6023.htm","3","484","419","2 ans","1 963,44 €","null","B","null"
"1651682268-10449","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-armee-terre/1/6080.htm","1","HED","-","1 an","5 496,71 €","A","null","null"
"1651680892-3585","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de la jeunesse et des sports-IJS","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-jeunesse-sports-ijs/1/5764.htm","3","1027","830","3 ans","3 889,40 €","A","null","null"
"1651681110-4994","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","4","513","441","2 ans","2 066,54 €","null","null","C"
"1651682367-11025","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Commissaire de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-commissaire-air/1/6092.htm","3","942","765","2 ans","3 584,81 €","A","null","null"
"1651680875-3325","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint sanitaire du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-sanitaire-ministere-sports/1/6659.htm","2","371","343","1 an","1 607,31 €","null","null","C"
"1651681862-8133","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur projeteur du Ministère des finances (en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-projeteur-ministere-finances-extinction/1/5275.htm","1","372","343","2 ans","1 607,31 €","null","B","null"
"1651681774-7584","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contremaître de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-contremaitre-france-telecom-extinction/1/6176.htm","6","461","404","4 ans","1 893,15 €","null","null","C"
"1651682268-10450","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-armee-terre/1/6080.htm","","HED2","-","1 an","5 745,07 €","A","null","null"
"1651682282-10689","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-armees/1/6097.htm","7","HEB","-","1 an","4 554,82 €","A","null","null"
"1651682271-10514","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-marine/1/6365.htm","5","1001","810","1 an","3 795,68 €","A","null","null"
"1651680904-3707","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller technique et pédagogique supérieur","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-technique-pedagogique-superieur/1/5772.htm","7","803","659","3 ans","3 088,09 €","A","null","null"
"1651681740-7428","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable d'établissement public à caractère scientifique, culturel et professionnel (EPCSCP)-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-etablissement-public-caractere-scientifique-culturel-epcscp/1/5723.htm","2","912","743","2 ans 6 mois","3 481,72 €","A","null","null"
"1651680952-4191","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien des systèmes d'information et de communication-SIC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-systemes-information-communication-sic/1/6018.htm","8","478","415","3 ans","1 944,70 €","null","B","null"
"1651680514-229","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-ministere-transition-ecologique-solidaire/1/6695.htm","9","660","551","3 ans","2 582,00 €","null","B","null"
"1651681548-6906","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur général de service (DGS) d'un établissement public à caractère scientifique, culturel et professionnel (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-general-service-dgs-etablissement-public-caractere-scientifique/1/6577.htm","1","912","743","1 an","3 481,72 €","A","null","null"
"1651680768-1954","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magistrat placé hors hiérarchie de l'ordre judiciaire (emplois fonctionnels)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-place-hierarchie-ordre-judiciaire-emplois-fonctionnels/1/5671.htm","","HEE2","-","-","6 227,73 €","A","null","null"
"1651680892-3590","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de la jeunesse et des sports-IJS","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-jeunesse-sports-ijs/1/5764.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651681404-6303","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des universités de médecine générale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-universites-medecine-generale/1/5139.htm","","HEE2","-","-","6 227,73 €","A","null","null"
"1651681991-8905","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi supérieur de France Télécom -emploi fonctionnel-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-superieur-france-telecom-emploi-fonctionnel-extinction/1/6587.htm","4","1027","830","3 ans","3 889,40 €","A","null","null"
"1651681388-6179","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Psychologue de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-psychologue-education-nationale/1/6576.htm","1","850","695","2 ans","3 256,79 €","A","null","null"
"1651681944-8702","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ministre conseiller pour les affaires économiques  (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ministre-conseiller-affaires-economiques-emploi-fonctionnel/1/5500.htm","","HEC2","-","8 mois","5 379,56 €","A","null","null"
"1651682444-11506","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur général de la Bibliothèque nationale de France-BNF- (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-general-bibliotheque-nationale-france-bnf-emploi-fonctionnel/1/5416.htm","","HEC2","-","8 mois","5 379,56 €","A","null","null"
"1651682638-12757","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de recherche du ministère de l’agriculture, de l’agroalimentaire et de la forêt","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-recherche-ministere-agriculture-agroalimentaire-foret/1/6123.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651681117-5137","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur de l'équipement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-equipement/1/5801.htm","8","387","354","3 ans","1 658,85 €","null","null","C"
"1651681503-6718","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de l'éducation nationale-IEN","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-education-nationale-ien/1/5542.htm","6","HEB","-","1 an","4 554,82 €","A","null","null"
"1651681700-7317","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Astronome et physicien adjoint","https://www.emploi-collectivites.fr/grille-indiciaire-etat-astronome-physicien-adjoint/1/5336.htm","2","634","531","2 ans 10 mois","2 488,28 €","A","null","null"
"1651682543-12129","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service des administrations de l’Etat (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-administrations-emploi-fonctionnel/1/5046.htm","","HED3","-","-","5 993,43 €","A","null","null"
